id,target
837,0.09541616
840,0.54050815
843,0.37220892
850,0.041597452
852,0.7690686
856,0.25213924
857,0.02099586
859,0.2868741
861,0.055468354
862,0.1945011
863,0.38038445
864,0.82980645
865,0.023949387
869,0.19091284
872,0.2021222
876,0.09685381
877,0.023223307
878,0.24164712
880,0.32828537
883,0.48057437
888,0.8824877
889,0.050241943
890,0.13365981
894,0.0622374
896,0.3663188
898,0.68236214
903,0.77883774
905,0.32552156
906,0.049789906
907,0.07833374
908,0.33022642
911,0.17445736
914,0.5316616
918,0.15477048
919,0.044857264
920,0.09445926
922,0.19590068
923,0.10459144
924,0.5042593
925,0.029556744
930,0.523783
931,0.29603803
933,0.08166869
934,0.20258923
936,0.135499
937,0.34615636
942,0.1844977
944,0.68013865
951,0.015116567
952,0.068854384
953,0.30156913
959,0.08482153
961,0.039568968
962,0.040613312
964,0.16795827
967,0.13753371
968,0.112432614
971,0.02973622
973,0.051259074
975,0.03618142
976,0.19397743
977,0.1921103
982,0.19952238
983,0.08907058
984,0.16540681
985,0.2343897
989,0.024324672
991,0.028043441
994,0.14424975
996,0.89238733
1000,0.5709691
1005,0.8187876
1008,0.048882715
1009,0.05704064
1010,0.13388261
1018,0.057771444
1019,0.008616387
1021,0.054304045
1024,0.56362563
1025,0.06291603
1028,0.8841141
1030,0.040450424
1031,0.5199828
1032,0.5145453
1033,0.1668799
1034,0.04469781
1037,0.3502008
1042,0.12466813
1045,0.01592747
1046,0.49160096
1047,0.33628926
1048,0.056343798
1049,0.8370698
1055,0.23680016
1061,0.03738613
1069,0.21040095
1072,0.1259399
1073,0.44280824
1075,0.7426878
1076,0.36450738
1086,0.1420489
1087,0.64955086
1088,0.3528709
1089,0.20993109
1091,0.023105964
1093,0.06369722
1094,0.6699796
1097,0.10723505
1098,0.34056887
1102,0.51397043
1103,0.1703596
1105,0.6083717
1108,0.14962874
1117,0.06281853
1126,0.05563264
1136,0.03217563
1143,0.19758648
1144,0.18884622
1145,0.70294833
1147,0.06693466
1148,0.18389851
1151,0.096157245
1155,0.8225093
1157,0.17542204
1158,0.037338
1159,0.6334713
1162,0.055304635
1164,0.058112036
1165,0.042669352
1169,0.05052349
1171,0.44391638
1173,0.02809486
1174,0.40645263
1175,0.28908992
1177,0.10991282
1178,0.3594286
1179,0.06099114
1180,0.03491287
1181,0.08580787
1182,0.2938976
1183,0.0188573
1186,0.31771442
1189,0.34099
1191,0.19318986
1192,0.32139316
1193,0.3856805
1195,0.022534741
1196,0.36554372
1197,0.5085759
1198,0.028734332
1199,0.49723482
1202,0.093798116
1203,0.11965341
1210,0.037850153
1211,0.1425714
1217,0.041038632
1218,0.082365744
1220,0.77571243
1223,0.025967391
1224,0.4341447
1225,0.62465525
1227,0.10392953
1237,0.05398531
1238,0.2247195
1244,0.19177379
1246,0.02407365
1249,0.091048494
1250,0.01541132
1254,0.9313318
1257,0.06936285
1258,0.018780924
1262,0.0208765
1269,0.8188161
1270,0.26878104
1273,0.050245173
1274,0.17332397
1275,0.56225187
1277,0.07279522
1278,0.06685283
1283,0.033554535
1284,0.52326494
1286,0.8176469
1292,0.15299784
1296,0.02669488
1300,0.06307286
1301,0.031971138
1308,0.017153846
1312,0.32546076
1313,0.52721643
1314,0.047415923
1316,0.02893523
1317,0.17699459
1318,0.33426702
1321,0.23403512
1323,0.7720695
1324,0.12322278
1326,0.52193856
1327,0.20066933
1328,0.81144524
1329,0.24187483
1333,0.05501048
1335,0.16483948
1341,0.32616574
1343,0.13209224
1344,0.15644117
1349,0.21000122
1350,0.18866341
1357,0.7787475
1360,0.05341196
1363,0.16771877
1365,0.01323998
1367,0.06138375
1373,0.12265668
1374,0.04527716
1378,0.07832786
1379,0.70471793
1381,0.16171168
1386,0.6538436
1389,0.056960564
1392,0.014344782
1393,0.103532895
1394,0.028113268
1397,0.058026236
1400,0.33788458
1402,0.039933257
1403,0.08159426
1405,0.030358324
1407,0.1602953
1414,0.5637276
1417,0.06888693
1420,0.07695061
1422,0.16033429
1423,0.03266214
1425,0.024995469
1436,0.1927699
1443,0.12432862
1451,0.4923897
1457,0.9585896
1460,0.50337493
1461,0.31917045
1462,0.14150232
1466,0.11211939
1467,0.059910625
1468,0.36255527
1469,0.13297287
1473,0.12850568
1474,0.025282653
1476,0.020043755
1477,0.30524585
1478,0.027122028
1479,0.20403543
1480,0.8937402
1483,0.08375841
1484,0.2112551
1485,0.23910157
1492,0.015794283
1498,0.20369065
1500,0.121874556
1501,0.02811205
1503,0.65957457
1505,0.42055497
1506,0.041681834
1508,0.6468896
1510,0.077634856
1511,0.65756065
1513,0.047351524
1514,0.11284966
1516,0.6170444
1519,0.18971123
1523,0.1046036
1524,0.021916479
1533,0.048470277
1535,0.06717681
1538,0.22283338
1541,0.05555715
1542,0.06574578
1544,0.0453783
1545,0.6074979
1549,0.19765404
1550,0.014450012
1551,0.16029504
1554,0.21688206
1563,0.11873202
1571,0.82925576
1574,0.5243495
1577,0.34315392
1579,0.16365984
1580,0.051477965
1581,0.17270407
1582,0.036714323
1583,0.09603472
1585,0.120616704
1586,0.78502977
1591,0.16879442
1595,0.128215
1599,0.07062479
1600,0.119857915
1604,0.089968026
1606,0.56736976
1607,0.10721517
1612,0.06762855
1615,0.04119114
1618,0.96309066
1619,0.69401044
1620,0.75970674
1621,0.79501724
1622,0.06744045
1623,0.08478854
1624,0.019077916
1629,0.039741304
1631,0.06544103
1635,0.06581236
1637,0.8074874
1639,0.04055601
1640,0.027978757
1642,0.017958084
1643,0.047133997
1644,0.061858192
1645,0.77442116
1649,0.12927309
1650,0.025962103
1651,0.065106615
1654,0.0858775
1655,0.03857644
1656,0.058684524
1660,0.17040375
1663,0.08237054
1665,0.18044536
1666,0.19056848
1668,0.5118671
1670,0.10420413
1671,0.8699652
1673,0.5328515
1674,0.03910171
1675,0.042001553
1677,0.22191735
1678,0.3654418
1679,0.522235
1681,0.06786722
1684,0.09247626
1686,0.81481546
1687,0.26665276
1690,0.37246767
1692,0.51245046
1695,0.9402769
1696,0.2811058
1697,0.69273126
1699,0.116968326
1700,0.13489823
1701,0.07822613
1705,0.7022401
1707,0.020864591
1713,0.69294614
1714,0.023806708
1717,0.036379784
1719,0.192803
1721,0.7571258
1722,0.024649903
1723,0.5053821
1724,0.07716975
1727,0.095786594
1729,0.053245805
1733,0.11144571
1734,0.97980815
1737,0.07367691
1738,0.7261475
1743,0.1812689
1745,0.5242937
1748,0.60453564
1749,0.89475596
1751,0.033632345
1753,0.048408877
1754,0.048344854
1759,0.045106944
1761,0.31027126
1762,0.070921294
1764,0.95223224
1768,0.20384036
1772,0.17933844
1774,0.05807039
1775,0.0610756
1780,0.09204211
1782,0.06258974
1783,0.5481477
1794,0.3707908
1795,0.037668813
1796,0.30287775
1797,0.09081825
1798,0.13633515
1799,0.09230393
1801,0.1910172
1803,0.05462544
1806,0.020792725
1807,0.09119264
1810,0.016416732
1811,0.11802082
1813,0.0905787
1816,0.052464556
1823,0.3134173
1825,0.43263128
1826,0.19575047
1830,0.06463933
1831,0.15348282
1832,0.79265213
1836,0.016261725
1837,0.93183666
1839,0.33536783
1840,0.24248035
1844,0.62123036
1846,0.04658067
1851,0.049292564
1855,0.29673406
1860,0.61844313
1872,0.0151254
1873,0.14932704
1876,0.1552673
1877,0.14618768
1878,0.020259757
1880,0.073234744
1884,0.19838978
1885,0.3488896
1886,0.47022158
1894,0.044060998
1895,0.9547103
1896,0.7389857
1898,0.028139496
1902,0.038980547
1903,0.40652296
1905,0.2915798
1906,0.050878335
1908,0.01598062
1909,0.132233
1910,0.1942262
1911,0.22009864
1914,0.07979952
1916,0.2752758
1917,0.4446661
1921,0.05576845
1923,0.36248246
1926,0.20389894
1928,0.11355036
1934,0.048571914
1935,0.061299466
1936,0.117797464
1937,0.23444633
1938,0.20495777
1940,0.21917103
1941,0.9214799
1943,0.8266778
1946,0.5260989
1948,0.13340433
1953,0.81014836
1954,0.21045037
1964,0.11266063
1966,0.6260035
1967,0.03143117
1968,0.73490113
1970,0.010853591
1971,0.43511444
1977,0.04532169
1978,0.89463484
1980,0.72458434
1985,0.6415351
1987,0.10250659
1991,0.5128734
1993,0.1820844
1994,0.4861943
1998,0.8246724
1999,0.2657464
2000,0.6799346
2001,0.025727203
2003,0.5688048
2004,0.23269568
2005,0.116384715
2006,0.025099562
2010,0.65149456
2012,0.025442727
2014,0.030535411
2016,0.20463616
2019,0.040832248
2021,0.024245486
2022,0.032981277
2023,0.11239346
2026,0.024801573
2029,0.019807268
2031,0.12087934
2034,0.8707077
2036,0.62120575
2038,0.2209992
2039,0.02500168
2044,0.16487437
2046,0.27938944
2048,0.033159163
2054,0.03819824
2055,0.61677474
2058,0.70539105
2061,0.059052814
2063,0.24440685
2066,0.046217024
2069,0.027967859
2072,0.2524592
2073,0.040414173
2077,0.84768254
2084,0.018138953
2085,0.7890028
2087,0.641651
2089,0.23447879
2090,0.05803622
2091,0.10335883
2092,0.7348592
2093,0.28975886
2098,0.05093923
2100,0.06590135
2101,0.0866432
2104,0.73020464
2111,0.25423968
2112,0.16540141
2113,0.6008439
2115,0.3671304
2117,0.031986684
2118,0.19543599
2121,0.32910657
2126,0.92639184
2130,0.3696181
2132,0.08866305
2134,0.14016701
2137,0.03631589
2138,0.31417254
2140,0.0236387
2141,0.24784707
2142,0.16648021
2144,0.49018854
2145,0.06730221
2146,0.097729966
2147,0.03363229
2150,0.34718272
2151,0.09876219
2154,0.17434227
2155,0.010021185
2156,0.50980484
2157,0.7621849
2158,0.71383077
2164,0.027919268
2169,0.26144668
2170,0.0443918
2172,0.16060889
2179,0.7444481
2181,0.06619642
2185,0.05261169
2188,0.047274094
2189,0.15770009
2191,0.16721787
2194,0.20695767
2201,0.19860776
2202,0.10985686
2203,0.105597034
2204,0.01730321
2207,0.7899361
2210,0.072539456
2212,0.216037
2213,0.84983736
2217,0.21186784
2218,0.04952491
2225,0.5583959
2227,0.58830357
2230,0.0850096
2232,0.52826333
2233,0.04504759
2239,0.14645015
2243,0.9230256
2245,0.86666405
2249,0.045580488
2251,0.5719336
2254,0.10080746
2258,0.35947827
2259,0.8356946
2260,0.104881994
2262,0.20002484
2263,0.06387249
2264,0.039088696
2265,0.15847786
2266,0.5623469
2273,0.20076141
2276,0.13361037
2279,0.3438201
2281,0.17161894
2284,0.084540725
2285,0.88564587
2288,0.022606557
2291,0.03987725
2294,0.14738345
2300,0.020011567
2301,0.34053552
2302,0.15911493
2303,0.23308006
2304,0.94385207
2306,0.04414534
2307,0.37933275
2309,0.06420152
2310,0.28948027
2311,0.55886495
2313,0.11184887
2314,0.04020916
2316,0.057687134
2318,0.04490984
2321,0.026570518
2325,0.045129746
2327,0.34197575
2328,0.6789566
2329,0.69360197
2334,0.04893768
2335,0.16322695
2336,0.58181286
2338,0.0545611
2342,0.23511495
2344,0.23146908
2347,0.47486833
2348,0.04225637
2352,0.09834175
2355,0.049513973
2356,0.04504964
2357,0.027379656
2361,0.117649436
2364,0.72030824
2365,0.046752483
2366,0.32893983
2367,0.10932968
2373,0.042723954
2376,0.17925325
2377,0.11159239
2378,0.28822762
2379,0.547313
2380,0.112489685
2381,0.6203685
2384,0.014676628
2386,0.3025218
2388,0.07220443
2390,0.485843
2392,0.14746688
2393,0.04547273
2394,0.94408405
2395,0.18650012
2397,0.024871431
2400,0.24777082
2403,0.1486796
2406,0.5246783
2407,0.077880934
2408,0.026725866
2411,0.14915071
2413,0.8826649
2417,0.09052194
2422,0.055892803
2425,0.0078109135
2426,0.88992554
2429,0.56340533
2432,0.09289109
2435,0.08355782
2437,0.03154924
2438,0.4208714
2440,0.048214722
2443,0.12082323
2444,0.13943785
2445,0.026582727
2448,0.022193972
2450,0.01706375
2451,0.023345035
2455,0.29032344
2456,0.043981064
2458,0.6892111
2460,0.16334036
2461,0.5037231
2463,0.07992697
2467,0.033006165
2469,0.07665793
2473,0.080427974
2476,0.09477555
2482,0.21042429
2486,0.15842198
2488,0.84753895
2492,0.05227373
2493,0.28770995
2496,0.03608705
2497,0.084994964
2501,0.024277778
2505,0.11317858
2509,0.09096766
2510,0.48120576
2511,0.063731246
2512,0.2723704
2514,0.7799676
2516,0.023666305
2519,0.04615455
2521,0.4305958
2524,0.05243987
2526,0.51859736
2531,0.070896566
2534,0.34970888
2537,0.009799661
2541,0.21000336
2542,0.025024299
2543,0.032284494
2546,0.03297858
2549,0.12653796
2550,0.09905534
2552,0.06866654
2553,0.0161572
2554,0.6701343
2559,0.07966212
2562,0.14512481
2566,0.31395987
2569,0.031180114
2577,0.08851545
2578,0.37668493
2581,0.19751477
2583,0.020299558
2584,0.06134378
2585,0.19931656
2588,0.06040684
2589,0.18385498
2590,0.07347592
2596,0.15705362
2597,0.0814654
2599,0.071259625
2601,0.09562254
2602,0.8986255
2604,0.096785344
2608,0.20764433
2610,0.5526127
2615,0.20323013
2616,0.23028909
2617,0.016543733
2618,0.009081849
2619,0.07675983
2620,0.017577937
2624,0.17879069
2626,0.1255075
2631,0.15890455
2632,0.1912802
2634,0.024357053
2635,0.023051655
2637,0.195416
2643,0.08182496
2644,0.8807365
2645,0.07971458
2647,0.2055286
2648,0.051415514
2650,0.49554607
2651,0.100757465
2652,0.09851736
2653,0.9297407
2654,0.07177932
2658,0.12732606
2659,0.122684546
2660,0.84565264
2663,0.3811549
2667,0.019543072
2670,0.0798959
2671,0.062102627
2673,0.017890649
2675,0.0569685
2679,0.199775
2680,0.26811665
2683,0.14520802
2690,0.041022815
2691,0.04137131
2699,0.079795666
2700,0.44642442
2701,0.040752076
2704,0.95311
2707,0.09252626
2709,0.775197
2710,0.03294249
2711,0.56070584
2712,0.38784364
2719,0.070248455
2720,0.71564287
2721,0.04116086
2723,0.04281302
2732,0.3504882
2734,0.036068942
2735,0.062726386
2737,0.030827044
2744,0.078682505
2748,0.026222972
2749,0.24127948
2753,0.20344765
2755,0.035251673
2756,0.27757803
2758,0.06349473
2759,0.19576629
2761,0.89861155
2765,0.029641543
2772,0.085057504
2778,0.19757247
2786,0.09850704
2789,0.025133666
2792,0.19747174
2801,0.047106933
2802,0.30778426
2812,0.0894061
2813,0.052481376
2815,0.03704258
2816,0.45356247
2817,0.95447123
2818,0.019900253
2820,0.31634223
2822,0.030522943
2824,0.0556982
2827,0.10038537
2830,0.3531302
2834,0.046161376
2837,0.043558985
2838,0.3432398
2839,0.14797308
2844,0.29657587
2845,0.02711468
2846,0.16687477
2850,0.015355323
2856,0.09860588
2857,0.04674974
2858,0.24332511
2865,0.16629118
2866,0.096298814
2870,0.3616542
2872,0.040488034
2875,0.024826763
2877,0.008209266
2878,0.50849885
2879,0.22509596
2882,0.037060115
2886,0.13495666
2892,0.4953114
2895,0.078725584
2898,0.110150285
2902,0.031910226
2904,0.18586373
2906,0.013405356
2908,0.58371574
2913,0.09527122
2914,0.11711884
2918,0.9807787
2922,0.048275556
2924,0.25917014
2927,0.28187835
2929,0.07706561
2931,0.58139807
2932,0.012369143
2937,0.13234203
2938,0.29228452
2940,0.3769382
2942,0.15427896
2945,0.074074075
2946,0.14779896
2947,0.07228229
2949,0.36360234
2950,0.20575313
2957,0.023348387
2961,0.2687044
2964,0.41662642
2965,0.15523183
2971,0.07137413
2975,0.18468326
2980,0.28263202
2984,0.17424612
2987,0.048702046
2990,0.75063103
2994,0.06482626
2998,0.18387368
2999,0.23384233
3001,0.17499879
3004,0.018538143
3005,0.23588902
3006,0.059698977
3011,0.20585515
3014,0.1801176
3020,0.61005765
3022,0.15468256
3023,0.5760358
3026,0.3230753
3028,0.07639752
3029,0.58688855
3031,0.3610043
3032,0.063373476
3034,0.07999365
3037,0.055867743
3040,0.04420464
3042,0.7359024
3043,0.032280304
3047,0.25777134
3048,0.15311329
3053,0.106313534
3056,0.012241315
3057,0.1009475
3058,0.13922805
3059,0.05161145
3065,0.07967331
3071,0.095848
3075,0.08569975
3077,0.22474305
3078,0.01657663
3082,0.014540177
3083,0.036494177
3087,0.6878017
3088,0.48736838
3089,0.5677502
3091,0.20801109
3092,0.067647405
3093,0.05029212
3095,0.31891662
3098,0.18571846
3103,0.10933798
3104,0.096964605
3105,0.8461301
3114,0.4286102
3118,0.1271315
3119,0.075665876
3123,0.17613572
3125,0.8745164
3133,0.33638632
3143,0.18760775
3145,0.29431865
3147,0.04241762
3148,0.055262808
3150,0.36255527
3156,0.039127607
3159,0.09023655
3160,0.72166437
3163,0.95901614
3164,0.05779644
3165,0.09953388
3166,0.8647664
3168,0.5337714
3170,0.05921657
3171,0.15590838
3177,0.048339263
3178,0.6464123
3180,0.14154394
3185,0.107123844
3190,0.35450855
3191,0.532725
3192,0.04127641
3193,0.12749816
3196,0.096695796
3197,0.32412496
3199,0.18005577
3206,0.12862056
3211,0.030239642
3216,0.6560746
3217,0.14955848
3218,0.044672456
3221,0.1319053
3223,0.13001823
3229,0.021132905
3230,0.19360834
3233,0.018376753
3235,0.069419265
3236,0.10770397
3242,0.156117
3246,0.81309503
3250,0.11451672
3252,0.07217732
3258,0.07253017
3260,0.53337264
3262,0.023555817
3266,0.1396072
3267,0.24799769
3268,0.035330337
3270,0.11064302
3280,0.05393327
3281,0.038422566
3282,0.6664766
3283,0.05877257
3284,0.028632876
3285,0.0066081895
3286,0.03313152
3287,0.02175267
3288,0.17347685
3289,0.10577992
3291,0.9209338
3292,0.20590076
3293,0.75160927
3295,0.3302122
3296,0.70507514
3297,0.094189234
3306,0.19495925
3311,0.039430995
3312,0.35163108
3314,0.034974385
3318,0.065568775
3321,0.94867826
3325,0.02928052
3329,0.22719066
3330,0.095152706
3332,0.8387256
3333,0.098537214
3334,0.19715658
3336,0.042704914
3338,0.06858101
3339,0.09930546
3340,0.025354216
3341,0.798741
3342,0.025933491
3344,0.18683638
3345,0.07812592
3347,0.18679881
3348,0.55834955
3350,0.046542693
3351,0.016996365
3352,0.16054301
3354,0.24762097
3357,0.29481778
3358,0.026234705
3361,0.005062229
3367,0.5407961
3371,0.15362768
3374,0.93599874
3375,0.16203295
3378,0.021294426
3382,0.8643525
3385,0.017328547
3388,0.05321642
3389,0.09037427
3391,0.21999615
3392,0.15565716
3394,0.9173024
3395,0.32699662
3397,0.25097597
3399,0.09652374
3402,0.11730458
3404,0.018260436
3409,0.06961086
3410,0.579706
3411,0.64975685
3414,0.36621362
3417,0.17594232
3418,0.054906297
3420,0.28041145
3428,0.13397725
3429,0.39928913
3432,0.047023706
3437,0.85044324
3439,0.032785017
3444,0.80461615
3448,0.048714854
3449,0.023372099
3452,0.021673378
3454,0.124840714
3461,0.33464795
3463,0.86276305
3464,0.335169
3465,0.018744092
3466,0.6396022
3472,0.7200056
3473,0.081573434
3474,0.34185317
3475,0.5000931
3476,0.33988208
3477,0.7255336
3481,0.35891926
3482,0.12069873
3483,0.01968941
3489,0.1121738
3494,0.021690547
3495,0.048933737
3498,0.8828687
3505,0.06563632
3507,0.35907263
3510,0.070207655
3512,0.03361641
3515,0.15852225
3516,0.6442876
3519,0.061914653
3525,0.19935122
3527,0.12010459
3529,0.012210698
3532,0.38444513
3533,0.15656558
3536,0.64520997
3537,0.07418951
3538,0.0074226824
3539,0.007889559
3540,0.49438488
3541,0.11092018
3548,0.03693317
3550,0.11253927
3551,0.53865355
3553,0.18009719
3554,0.04937961
3557,0.062141784
3565,0.14829503
3572,0.04003185
3573,0.9761311
3574,0.59502095
3577,0.0911628
3579,0.04684961
3580,0.1490208
3582,0.91378975
3583,0.18856603
3585,0.4372026
3590,0.0574306
3594,0.28716892
3596,0.15309472
3597,0.23485444
3601,0.029595345
3608,0.059292085
3609,0.89079833
3610,0.046613093
3611,0.2532255
3614,0.04737073
3619,0.037124697
3621,0.8010788
3625,0.33303285
3627,0.012914065
3629,0.9194187
3633,0.032421444
3635,0.5087644
3638,0.108150266
3642,0.17479594
3645,0.044416815
3648,0.02379533
3653,0.5351557
3655,0.12633063
3656,0.017977485
3657,0.9731959
3660,0.23071393
3665,0.41146454
3667,0.066088
3668,0.05815609
3672,0.55010056
3673,0.7937637
3676,0.01906678
3677,0.15576445
3678,0.24483216
3683,0.048623472
3686,0.08757527
3687,0.26114294
3688,0.14975663
3692,0.2647835
3693,0.40046042
3695,0.017548678
3698,0.17236562
3699,0.12028701
3700,0.14720741
3701,0.1448399
3702,0.3098791
3704,0.03361665
3706,0.050496414
3716,0.5018704
3717,0.072119765
3720,0.033519976
3722,0.5483034
3724,0.056496624
3726,0.63571
3730,0.63916945
3731,0.31183457
3733,0.3317741
3734,0.33761412
3735,0.22746286
3736,0.09498686
3737,0.044598807
3740,0.015828937
3743,0.16489792
3744,0.02644308
3747,0.22744338
3748,0.8517347
3749,0.16480604
3750,0.10802196
3751,0.35799888
3757,0.81395257
3758,0.03626407
3763,0.086603686
3765,0.20600027
3766,0.18455328
3768,0.06951805
3769,0.046787668
3770,0.08074729
3772,0.7153376
3774,0.18378262
3778,0.21604882
3779,0.0347032
3780,0.7679507
3784,0.04896867
3785,0.34908321
3787,0.8172016
3796,0.3309079
3798,0.03502019
3800,0.38263708
3801,0.12507261
3805,0.18390512
3806,0.08899676
3808,0.008571154
3809,0.36495775
3810,0.9048744
3811,0.41996452
3812,0.0511594
3815,0.07083367
3816,0.5530435
3817,0.082475424
3819,0.08479737
3820,0.043633867
3822,0.025420528
3823,0.52633613
3826,0.31930533
3827,0.049477182
3829,0.18135795
3830,0.024000093
3833,0.017712979
3834,0.8136814
3835,0.011163957
3836,0.96626705
3837,0.02697891
3843,0.32363907
3844,0.18051645
3845,0.8301111
3846,0.04334592
3847,0.15354876
3849,0.08609164
3852,0.099993296
3853,0.10369122
3854,0.7690365
3856,0.20776431
3857,0.09395192
3858,0.1186554
3859,0.120887406
3862,0.21774177
3864,0.051101644
3867,0.17038691
3868,0.26422396
3869,0.031365838
3870,0.03882806
3871,0.09910502
3872,0.37355804
3874,0.1765421
3875,0.038269527
3876,0.52774006
3877,0.04899869
3879,0.026858754
3881,0.094325095
3885,0.09044158
3888,0.37399828
3890,0.05001965
3891,0.07949454
3893,0.23209393
3895,0.12402718
